tweet_text,cyberbullying_type
mother ask want christmas year reply go crazy sister bitch,Offensive
mother b bitch,Offensive
move bitch weekend,Offensive
move always bitch excited dallas though,Offensive
mr nvr get pussy virginnnn,Offensive
mufuckas followin bitch tho,Offensive
mum agree ur wee moody cunt cani deal fact right dadsbeingsilly,Offensive
murda mook rip shit,Offensive
murda mook,Offensive
music make sick bitch,Offensive
music bitch put,Offensive
must light skin hoe campaignmindy laugh fuck ass fuck mean af trickinggawd wasnt ready bruh rip,Offensive
musta let dem retard food shop one step boot da foodtown know step niggas shoe,Offensive
mute pussy shake head,Offensive
sister use walk blade everynight way see bitch place try amp tell fuck amp shouldnt,Offensive
lil cousin lock year beat bitch metal bucket,Offensive
advice day tranny go fuck self,Offensive
alarm clock callin laugh loud wake yo as get money bitch,Offensive
asshole credential even redneck hate,Offensive
aunt say handsome fuck hoe,Offensive
bad lipsdriprubies retweet vofd bitch act like can not read like word mean,Offensive
anyone else say bitch watch mouth laugh as,Offensive
best friend love justin beiber fag cryystalina,Offensive
bestfriend big bitch know best friend lol,Offensive
bitch,Offensive
bitch remy stick,Offensive
bitch bad,Offensive
bitch bad lookin like bag laundry,Offensive
bitch bad island,Offensive
bitch bre ina good mood free young hogg,Offensive
bitch anything except average,Offensive
bitch educate client pay payment,Offensive
bitch pussy multi purpose take dick hide dope,Offensive
bitch load last night young lift,Offensive
bitch ralphy thanks,Offensive
bitch work chic fil say real b dory retweet save life,Offensive
bitch related kissing cousin,Offensive
bitch clean,Offensive
bitch pop pussy pop gum pop pill,Offensive
brother fuck pussy,Offensive
brother thincc im play keep put ac fuccing wit break amp bitch burning uuuup,Offensive
car wet bitch wet drive car pool,Offensive
cat fight street cat carry glass room hell stfu pussy,Offensive
cat roll say let go run game bitch,Offensive
cat bitch niggah,Offensive
clothes always retro sexual like im hetro play bitch like nintendo takee ride benzo dillyduzit,Offensive
dad go son bitch light cigarette kitchen oh,Offensive
dad bitch,Offensive
dad bitch,Offensive
dad tell yourdudeferg dad text one friend say hashtag pussy hahahaha do,Offensive
dad friend tell dad get good pussy last night good lay real bummer,Offensive
dawg ceomiamimike tell must k lounge saturday rockin bitch wit tha,Offensive
dick want pussy,Offensive
dick bitch,Offensive
dog lift leg pee butch bitch,Offensive
duck get big fuck yes duck like bird,Offensive
dumbass redskins mcnab jersey,Offensive
ex wan na work bitch try yoga,Offensive
eye brows finna fleekate fleek bitch,Offensive
eye feel chink eye,Offensive
goal one day nice rolex wear hoe everyday,Offensive
honky honky motherfucking honky,Offensive
house piece full thank god little jungle bunny outta face,Offensive
life go bitch short week,Offensive
lil bitch vet say need dog,Offensive
main bitch ghost,Offensive
main riri barbie georgegia yes ladykimora turntup vega bitch,Offensive
mom bitch much,Offensive
mom buy bunch new sandles amp chip toe nail like world war bitch,Offensive
momma keep talk like bitch gtf twitter,Offensive
name bryanna find bree bree baddest bitch meet everybody want,Offensive
neighbor hate cuz smoke weed blast ghetto music room,Offensive
new bitch finer motherfucker understand shit say,Offensive
niccas real fa street rip ike free nwax,Offensive
nig im mi oneshadowlove yes black people live wisconsin laugh as sbaby life shock da shit learnsomethingeveryday,Offensive
nig todd gurley beast,Offensive
nig talk gon na halloween since july excite,Offensive
nig say see difference pornos monster ball face,Offensive
nigga drink gatorade like dumas hot laugh loud bitch drink water,Offensive
niggah,Offensive
niggah slept perfect,Offensive
niggah wait weekend take shit,Offensive
niggah niggah,Offensive
niggah watch awake till,Offensive
nigguh,Offensive
nigguh naturally forever fly,Offensive
partna mississippi tell week ago get week fuck ok hoe step game,Offensive
phone act retard,Offensive
phone finally back bitch textnow,Offensive
playlist go something like smoke track niggas reggaeton bachata bitch slow jam lucky lady,Offensive
problem get strong idgaf attitude ion show feeling pussy motherfucker,Offensive
problem care bitch amp noggas,Offensive
pussy as car start scar cold,Offensive
pussy popz severely,Offensive
pussy taste like pepsi cola,Offensive
pussy taste like pepsi cola,Offensive
pussy worth,Offensive
roommate eat obnoxiously wan na fucking slit throat,Offensive
sex game well yo ex niggah,Offensive
sister bitch,Offensive
slap bitch sense come,Offensive
stomach hurt like bitch yoo,Offensive
taste music go love song pop pussy bitch like second,Offensive
teacher talm would make every senior go da army fa yr bitch please meat ainnn doin uh damn thang,Offensive
two main wiggas chloetarantino,Offensive
wigga retweet showysantoro ryan gosling knock eva mendes swag man fuck,Offensive
wigga,Offensive
bad bitch look well main bitch bad right laughing loud,Offensive
n tired hearing would ol bitch would people dont play end,Offensive
n hit butta slide end bitch,Offensive
nba allstar weekend unofficial negro holiday,Offensive
news flash pay tax pay everything bitch irs governmentaffairs obamacare,Offensive
news flash obama election increase number congress stop bullshit already compromise bitch,Offensive
nah mimi bitch,Offensive
nah bitch ugly,Offensive
nah nicca wth cheese fry retweet swiper vonshayeb get one bring barber sshop please,Offensive
nah nicca light dark as laugh loud retweet swiper vonshayeb knowww thats baby picture laugh loud,Offensive
nah nicca get gas rt spacejam teeg vonshayeb blowing gas,Offensive
naked bitch give bubble bath,Offensive
naomi campbell rihanna miley cyrus crazy bitch laugh loud,Offensive
nappy chin hair bitch mothafuckin q,Offensive
naturally shitty leftist rag talk trash another shitty leftist rag well fall line club crw,Offensive
naughty mature av model sweet pussy spread huge dick,Offensive
naw retweet bakegriffin one mad espn gon na talk faggot as penn state week,Offensive
naw bitch meek mill,Offensive
naw bitch goin monster laugh loud lyrical maniac,Offensive
nd think bitch know accessorize,Offensive
need hispanic pussy,Offensive
neva trust bitch,Offensive
never put much relationship unless bitch actually put effort,Offensive
never argue bitch bottom food chain,Offensive
never bitch,Offensive
never like bitch,Offensive
never give bitch impression need,Offensive
never give next bitch opportunity prosper name,Offensive
never go full retard,Offensive
never keep leech life bitch take give time cut,Offensive
never leave trust bitch,Offensive
never let boy make feel like anything less bad bitch,Offensive
never lettin dat nigguh use twitter phone,Offensive
never see pussy like,Offensive
never take bitch stay never keep work lay,Offensive
never tell bitch,Offensive
never serious retweet c thaqueen think finna cruise new bitch,Offensive
never trust bitch take nigga,Offensive
never trust nicca volunteer another man info,Offensive
never item psycho bitch,Offensive
new avi bitch weak,Offensive
new bitch already second episode,Offensive
new pussy always well,Offensive
next time go call darky nicca call dat coon jungle bunny boondocks p,Offensive
nicca direct message talkn follow instagram lame nicca longer follow twitter wheretheydothatat,Offensive
nicca n dis bitch playin game phone,Offensive
niccas hat nicca jeezy realtalk,Offensive
niccas walk flat catch nicca kno club,Offensive
niccas deerin err weekend bet hit dat dolo dis weekend niccas playin,Offensive
niccas catchin dem theft charge shit ugly guess niccas tryn get fa da holiday,Offensive
niccas use like always tryn pull finesse duh nicca need mine,Offensive
nice base run yankee fuck ponderous,Offensive
nicki say fuck skinny bitch uh oh,Offensive
nigga fire nina like first day job bitch slept,Offensive
nigga fuck hoe ion want fuck yo hoe fat chick amp bad built,Offensive
niggah niggah niggah believe wacthh,Offensive
niggahs actin like pimp pay bitch,Offensive
niggahs need keep bitch check,Offensive
niggas buy outfit impress bitch,Offensive
niggas actin like hoe em bitch,Offensive
niggas loyal gott bitch stiffer,Offensive
niggas funny amp karma bitch good morning,Offensive
niggas dehydrate want pussy ate everyday rest year would happen,Offensive
niggas want bitch money break dirt,Offensive
niggas cheat bitch expect pay back whatsoever yall naive bitch,Offensive
niggas deserve good bitch,Offensive
niggas fall love evil bitch turn back friend cool tho,Offensive
niggas gossip like hoe man wid shit,Offensive
niggas hate cuz know im threat amp bitch,Offensive
niggas killin nigga grow amp amp bitch fuckin nigga homegirl inlove,Offensive
niggas needa stop wear mk bitch laugh loud,Offensive
niggas talk bitch day,Offensive
niggas talk bitch day,Offensive
niggas eat mussel eat pussy str fact,Offensive
niggas wear wig bitch day,Offensive
niggas stand line jay mad ehh fuck pull hoe nd stunt without em,Offensive
niggas talk pussy get least retweet francoiskilljoy sole quanb baltsneakershow shine box glittery pussy,Offensive
niggas bitch tendency,Offensive
niggaz make trash lately well everybody laugh loud,Offensive
niggaz irrational day quick jump bad bitch,Offensive
night bitch,Offensive
nino brown oh das retweet erikacarissa nino brown yall hoe,Offensive
love hoe fuck niggas fuckem,Offensive
bitch anything hide like people look phone,Offensive
bitch slut retweet itsbeebitch vianawf chill,Offensive
half breed spic right say anything anglo ever kill,Offensive
dont pussy sample,Offensive
less bad bitch bed time,Offensive
matter hard try rude mf keep talk like bitch know,Offensive
snapchat selfies instagram selfies nothing bad bitch week man go,Offensive
one go psychiatry help people people immoral everyone work field pure trash,Offensive
one understand much piss people use word retard,Offensive
police department hire gypsy half breed nigglets trust,Offensive
skimp shit bitch,Offensive
sleep sleep pussy,Offensive
thanks lady look like get white trash train would rather catch disease kthxbai,Offensive
bitch cee murda yell step tell eat damn chicken tf,Offensive
wrong try change faggot gt therapy tcot understand sympathize like retard gt,Offensive
nobody go say anything unloyal sterling side bitch,Offensive
nobody planet earth protective bull dyke,Offensive
nobody wit im alone shit dont think im actin funny im zone bitch,Offensive
none us go prestigious establishment clearly superior fucking retard,Offensive
nooo sailor moon squad club bitch lookin good,Offensive
norbit mad bitch lmfaooooooo,Offensive
us bitch,Offensive
straight men frustrate unlike okcupid queer folk ability block,Offensive
cloud sight pretty ho work iwanttoplay,Offensive
fan guess im minority rt kfromtheg beyonc rude as trash retweet vagitarian anti christ kfromtheg,Offensive
neanudda bitch constantine,Offensive
